Z,TotPer_P,TotPer_A,HBW_P,HBW_A,HBShp_P,HBShp_A,HBOth_P,HBOth_A,HBSch_PR_P,HBSch_PR_A,HBSch_SC_P,HBSch_SC_A,HH_NHBW_P,NHBW_P,NHBW_A,HH_NHBNW_P,NHBNW_P,NHBNW_A,TotExt_P,TotExt_A,IX_P,IX_A,XI_P,XI_A,SH_Truck_P,SH_Truck_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,LT_Peop_p,LT_Peop_a,MD_Peop_p,MD_Peop_a,LT_Good_p,LT_Good_a,MD_Good_p,MD_Good_a,HV_Good_p,HV_Good_a,LT_Serv_p,LT_Serv_a,MD_Serv_p,MD_Serv_a,HV_Serv_p,HV_Serv_a,IX_MDp,IX_MDa,IX_HVp,IX_HVa,XI_MDp,XI_MDa,XI_HVp,XI_HVa
  3223,      1503.9,       491.7,       310.2,         9.1,       170.4,         4.0,       755.1,       379.4,        89.4,           0,        79.5,           0,       142.1,        24.3,        24.3,       312.4,        75.0,        75.0,        11.4,         4.4,        11.4,           0,           0,         4.4,       333.6,       333.6,       199.6,       199.6,        97.5,        97.5,        36.5,        36.5,           0,           0,           0,           0,       199.6,       199.6,        97.5,        97.5,        36.5,        36.5,           0,           0,           0,           0,           0,           0,         1.5,           0,         1.0,           0,           0,         2.1,           0,         1.6
  3224,       134.5,        63.3,        33.8,         2.1,        17.1,           0,        61.9,        48.8,         4.9,           0,         4.4,           0,        15.8,         3.2,         3.2,        28.9,         9.2,         9.2,         1.1,         0.6,         1.1,           0,           0,         0.6,        42.8,        42.8,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.3,           0,         0.2
  3225,       122.2,        92.7,        31.0,        26.8,        15.0,           0,        52.1,        48.8,         3.7,           0,         3.3,           0,        14.6,         7.9,         7.9,        24.8,         9.2,         9.2,         1.0,         0.9,         1.0,           0,           0,         0.9,        42.8,        42.8,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.3,           0,         0.2
  3226,        34.8,        30.0,         8.8,         9.2,         4.2,           0,        14.4,        15.3,         1.0,           0,         0.9,           0,         4.2,         2.6,         2.6,         7.1,         2.9,         2.9,         0.3,         0.3,         0.3,           0,           0,         0.3,        13.4,        13.4,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.0,           0,           0,         0.1,           0,         0.1
  3227,        62.0,        46.6,        16.6,         7.2,         7.6,           0,        25.7,        30.5,         1.7,           0,         1.5,           0,         7.9,         3.1,         3.1,        13.2,         5.8,         5.8,         0.5,         0.4,         0.5,           0,           0,         0.4,        26.7,        26.7,        16.0,        16.0,         7.8,         7.8,         2.9,         2.9,           0,           0,           0,           0,        16.0,        16.0,         7.8,         7.8,         2.9,         2.9,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3228,        96.9,        56.8,        24.6,         6.2,        12.4,           0,        43.2,        39.7,         3.1,           0,         2.8,           0,        11.6,         3.4,         3.4,        20.5,         7.5,         7.5,         0.8,         0.5,         0.8,           0,           0,         0.5,        34.8,        34.8,        20.8,        20.8,        10.2,        10.2,         3.8,         3.8,           0,           0,           0,           0,        20.8,        20.8,        10.2,        10.2,         3.8,         3.8,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.2,           0,         0.2
  3229,        58.2,        39.1,        15.4,         4.1,         7.3,           0,        24.8,        27.5,         1.7,           0,         1.5,           0,         7.3,         2.3,         2.3,        12.4,         5.2,         5.2,         0.5,         0.4,         0.5,           0,           0,         0.4,        24.1,        24.1,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3230,        58.5,        41.5,        15.4,         6.2,         7.3,           0,        24.8,        27.5,         1.7,           0,         1.5,           0,         7.3,         2.7,         2.7,        12.4,         5.2,         5.2,         0.5,         0.4,         0.5,           0,           0,         0.4,        24.1,        24.1,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3231,       116.9,        66.9,        29.8,         5.1,        15.0,           0,        52.1,        48.8,         3.7,           0,         3.3,           0,        14.1,         3.8,         3.8,        24.8,         9.2,         9.2,         0.9,         0.6,         0.9,           0,           0,         0.6,        42.8,        42.8,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.3,           0,         0.2
  3232,        77.8,        78.6,        19.8,        27.7,         9.1,           0,        30.8,        36.6,         2.1,           0,         1.8,           0,         9.5,         7.3,         7.3,        15.7,         6.9,         6.9,         0.6,         0.8,         0.6,           0,           0,         0.8,        32.1,        32.1,        19.2,        19.2,         9.4,         9.4,         3.5,         3.5,           0,           0,           0,           0,        19.2,        19.2,         9.4,         9.4,         3.5,         3.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3233,        55.5,        28.9,        12.4,         5.1,         6.8,           0,        26.1,        18.3,         2.5,           0,         2.2,           0,         5.8,         2.0,         2.0,        11.6,         3.5,         3.5,         0.4,         0.3,         0.4,           0,           0,         0.3,        16.0,        16.0,         9.6,         9.6,         4.7,         4.7,         1.7,         1.7,           0,           0,           0,           0,         9.6,         9.6,         4.7,         4.7,         1.7,         1.7,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.0,           0,           0,         0.1,           0,         0.1
  3234,        50.9,        32.7,        12.9,         5.1,         6.4,           0,        22.4,        21.4,         1.6,           0,         1.4,           0,         6.1,         2.2,         2.2,        10.7,         4.0,         4.0,         0.4,         0.3,         0.4,           0,           0,         0.3,        18.7,        18.7,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3235,        22.1,        16.3,         5.7,         4.1,         2.8,           0,         9.5,         9.2,         0.6,           0,         0.6,           0,         2.7,         1.3,         1.3,         4.6,         1.7,         1.7,         0.2,         0.2,         0.2,           0,           0,         0.2,         8.0,         8.0,         4.8,         4.8,         2.3,         2.3,         0.9,         0.9,           0,           0,           0,           0,         4.8,         4.8,         2.3,         2.3,         0.9,         0.9,           0,           0,           0,           0,           0,           0,         0.0,           0,         0.0,           0,           0,         0.0,           0,         0.0
  3236,        46.0,        33.9,        12.0,         6.2,         5.7,           0,        19.4,        21.4,         1.3,           0,         1.2,           0,         5.7,         2.4,         2.4,         9.6,         4.0,         4.0,         0.4,         0.3,         0.4,           0,           0,         0.3,        18.7,        18.7,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3237,        25.6,        22.5,         6.7,         6.2,         3.1,           0,        10.3,        12.2,         0.7,           0,         0.6,           0,         3.2,         1.9,         1.9,         5.3,         2.3,         2.3,         0.2,         0.2,         0.2,           0,           0,         0.2,        10.7,        10.7,         6.4,         6.4,         3.1,         3.1,         1.2,         1.2,           0,           0,           0,           0,         6.4,         6.4,         3.1,         3.1,         1.2,         1.2,           0,           0,           0,           0,           0,           0,         0.0,           0,         0.0,           0,           0,         0.1,           0,         0.0
  3238,        21.7,        13.8,         5.7,         2.1,         2.8,           0,         9.5,         9.2,         0.6,           0,         0.6,           0,         2.7,         0.9,         0.9,         4.6,         1.7,         1.7,         0.2,         0.1,         0.2,           0,           0,         0.1,         8.0,         8.0,         4.8,         4.8,         2.3,         2.3,         0.9,         0.9,           0,           0,           0,           0,         4.8,         4.8,         2.3,         2.3,         0.9,         0.9,           0,           0,           0,           0,           0,           0,         0.0,           0,         0.0,           0,           0,         0.0,           0,         0.0
  3239,        36.3,        22.7,         9.2,         3.1,         4.6,           0,        16.0,        15.3,         1.1,           0,         1.0,           0,         4.3,         1.5,         1.5,         7.7,         2.9,         2.9,         0.3,         0.2,         0.3,           0,           0,         0.2,        13.4,        13.4,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.0,           0,           0,         0.1,           0,         0.1
  3240,        61.2,        32.7,        14.1,         5.1,         7.6,           0,        28.5,        21.4,         2.5,           0,         2.2,           0,         6.6,         2.2,         2.2,        12.9,         4.0,         4.0,         0.5,         0.3,         0.5,           0,           0,         0.3,        18.7,        18.7,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3241,        69.8,        42.9,        18.1,         4.1,         8.9,           0,        30.6,        30.5,         2.0,           0,         1.8,           0,         8.6,         2.5,         2.5,        14.8,         5.8,         5.8,         0.6,         0.4,         0.6,           0,           0,         0.4,        26.7,        26.7,        16.0,        16.0,         7.8,         7.8,         2.9,         2.9,           0,           0,           0,           0,        16.0,        16.0,         7.8,         7.8,         2.9,         2.9,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3242,        57.9,        32.7,        13.9,         5.1,         7.3,           0,        26.5,        21.4,         2.1,           0,         1.9,           0,         6.5,         2.2,         2.2,        12.2,         4.0,         4.0,         0.5,         0.3,         0.5,           0,           0,         0.3,        18.7,        18.7,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3243,        76.0,        47.9,        19.8,         5.1,         9.7,           0,        33.2,        33.6,         2.2,           0,         1.9,           0,         9.4,         2.9,         2.9,        16.2,         6.3,         6.3,         0.6,         0.4,         0.6,           0,           0,         0.4,        29.4,        29.4,        17.6,        17.6,         8.6,         8.6,         3.2,         3.2,           0,           0,           0,           0,        17.6,        17.6,         8.6,         8.6,         3.2,         3.2,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3244,       132.3,        58.1,        29.3,         4.1,        16.3,           0,        63.8,        42.7,         6.1,           0,         5.5,           0,        13.7,         3.2,         3.2,        28.2,         8.1,         8.1,         1.0,         0.5,         1.0,           0,           0,         0.5,        37.4,        37.4,        22.4,        22.4,        10.9,        10.9,         4.1,         4.1,           0,           0,           0,           0,        22.4,        22.4,        10.9,        10.9,         4.1,         4.1,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.2,           0,         0.2
  3245,        54.7,        33.9,        13.4,         6.2,         6.9,           0,        24.5,        21.4,         1.8,           0,         1.6,           0,         6.3,         2.4,         2.4,        11.5,         4.0,         4.0,         0.4,         0.3,         0.4,           0,           0,         0.3,        18.7,        18.7,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3246,       284.4,       616.2,        28.4,       128.8,        14.0,       103.2,        48.4,       197.4,         3.6,           0,         3.2,           0,        13.4,        55.3,        55.3,        23.3,       131.5,       131.5,         0.9,         6.1,         0.9,           0,           0,         6.1,       173.1,       173.1,        92.8,        92.8,        52.9,        52.9,        27.3,        27.3,           0,           0,           0,           0,        92.8,        92.8,        52.9,        52.9,        27.3,        27.3,           0,           0,           0,           0,           0,           0,         0.8,           0,         0.8,           0,           0,         1.1,           0,         1.2
  3247,       108.6,        75.1,        26.0,        24.8,        12.9,           0,        48.2,        36.6,         4.2,           0,         3.7,           0,        12.1,         6.8,         6.8,        21.7,         6.9,         6.9,         0.8,         0.7,         0.8,           0,           0,         0.7,        32.1,        32.1,        19.2,        19.2,         9.4,         9.4,         3.5,         3.5,           0,           0,           0,           0,        19.2,        19.2,         9.4,         9.4,         3.5,         3.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3248,        93.4,        80.2,        25.8,        22.7,        10.9,           0,        37.1,        42.7,         2.5,           0,         2.2,           0,        12.3,         6.7,         6.7,        18.7,         8.1,         8.1,         0.7,         0.8,         0.7,           0,           0,         0.8,        37.4,        37.4,        22.4,        22.4,        10.9,        10.9,         4.1,         4.1,           0,           0,           0,           0,        22.4,        22.4,        10.9,        10.9,         4.1,         4.1,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.2,           0,         0.2
  3249,       152.0,        60.7,        32.4,         3.1,        18.5,           0,        74.7,        45.8,         7.7,           0,         6.8,           0,        15.1,         3.2,         3.2,        32.3,         8.6,         8.6,         1.2,         0.6,         1.2,           0,           0,         0.6,        40.1,        40.1,        24.0,        24.0,        11.7,        11.7,         4.4,         4.4,           0,           0,           0,           0,        24.0,        24.0,        11.7,        11.7,         4.4,         4.4,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.2,           0,         0.2
  3250,       287.6,       268.7,        44.8,        31.2,        25.0,        67.5,       100.5,        71.7,        10.1,           0,         9.0,           0,        20.8,        27.1,        27.1,        43.3,        71.2,        71.2,         1.6,         2.6,         1.6,           0,           0,         2.6,        89.1,        89.1,        50.7,        50.7,        26.6,        26.6,        11.8,        11.8,           0,           0,           0,           0,        50.7,        50.7,        26.6,        26.6,        11.8,        11.8,           0,           0,           0,           0,           0,           0,         0.4,           0,         0.3,           0,           0,         0.6,           0,         0.5
  3251,        82.3,        47.7,        19.7,        11.3,         9.9,           0,        37.5,        27.5,         3.3,           0,         2.9,           0,         9.2,         3.7,         3.7,        16.9,         5.2,         5.2,         0.6,         0.5,         0.6,           0,           0,         0.5,        24.1,        24.1,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3252,        30.1,        27.6,         8.5,         7.2,         3.5,           0,        11.7,        15.3,         0.8,           0,         0.7,           0,         4.1,         2.2,         2.2,         6.2,         2.9,         2.9,         0.2,         0.3,         0.2,           0,           0,         0.3,        13.4,        13.4,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.0,           0,           0,         0.1,           0,         0.1
  3253,         1.0,         6.1,           0,         5.1,           0,           0,           0,           0,           0,           0,           0,           0,           0,         1.0,         1.0,           0,           0,           0,           0,         0.1,           0,           0,           0,         0.1,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0
  3254,        31.9,        23.9,         9.0,         4.1,         3.8,           0,        13.0,        15.3,         0.8,           0,         0.7,           0,         4.3,         1.6,         1.6,         6.6,         2.9,         2.9,         0.3,         0.2,         0.3,           0,           0,         0.2,        13.4,        13.4,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.0,           0,           0,         0.1,           0,         0.1
  3255,        67.8,        39.1,        18.3,         4.1,         8.5,           0,        29.6,        27.5,         2.1,           0,         1.8,           0,         8.6,         2.3,         2.3,        14.1,         5.2,         5.2,         0.6,         0.4,         0.6,           0,           0,         0.4,        24.1,        24.1,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3256,        92.1,        49.3,        24.6,         3.1,        11.6,           0,        40.7,        36.6,         2.9,           0,         2.6,           0,        11.5,         2.7,         2.7,        19.3,         6.9,         6.9,         0.7,         0.5,         0.7,           0,           0,         0.5,        32.1,        32.1,        19.2,        19.2,         9.4,         9.4,         3.5,         3.5,           0,           0,           0,           0,        19.2,        19.2,         9.4,         9.4,         3.5,         3.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3257,        59.9,        27.7,        13.7,         4.1,         7.2,           0,        28.5,        18.3,         2.8,           0,         2.5,           0,         6.3,         1.8,         1.8,        12.4,         3.5,         3.5,         0.5,         0.3,         0.5,           0,           0,         0.3,        16.0,        16.0,         9.6,         9.6,         4.7,         4.7,         1.7,         1.7,           0,           0,           0,           0,         9.6,         9.6,         4.7,         4.7,         1.7,         1.7,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.0,           0,           0,         0.1,           0,         0.1
  3258,        85.9,        46.7,        22.7,         4.1,        10.8,           0,        38.1,        33.6,         2.8,           0,         2.5,           0,        10.6,         2.7,         2.7,        17.9,         6.3,         6.3,         0.7,         0.4,         0.7,           0,           0,         0.4,        29.4,        29.4,        17.6,        17.6,         8.6,         8.6,         3.2,         3.2,           0,           0,           0,           0,        17.6,        17.6,         8.6,         8.6,         3.2,         3.2,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3259,        34.6,        20.1,         8.7,         4.1,         4.2,           0,        15.5,        12.2,         1.3,           0,         1.1,           0,         4.0,         1.5,         1.5,         7.1,         2.3,         2.3,         0.3,         0.2,         0.3,           0,           0,         0.2,        10.7,        10.7,         6.4,         6.4,         3.1,         3.1,         1.2,         1.2,           0,           0,           0,           0,         6.4,         6.4,         3.1,         3.1,         1.2,         1.2,           0,           0,           0,           0,           0,           0,         0.0,           0,         0.0,           0,           0,         0.1,           0,         0.0
  3260,        22.1,        16.3,         5.9,         4.1,         2.7,           0,         9.3,         9.2,         0.6,           0,         0.5,           0,         2.8,         1.3,         1.3,         4.5,         1.7,         1.7,         0.2,         0.2,         0.2,           0,           0,         0.2,         8.0,         8.0,         4.8,         4.8,         2.3,         2.3,         0.9,         0.9,           0,           0,           0,           0,         4.8,         4.8,         2.3,         2.3,         0.9,         0.9,           0,           0,           0,           0,           0,           0,         0.0,           0,         0.0,           0,           0,         0.0,           0,         0.0
  3261,       104.5,        49.3,        26.3,         3.1,        12.9,           0,        47.9,        36.6,         4.2,           0,         3.7,           0,        12.2,         2.7,         2.7,        21.6,         6.9,         6.9,         0.8,         0.5,         0.8,           0,           0,         0.5,        32.1,        32.1,        19.2,        19.2,         9.4,         9.4,         3.5,         3.5,           0,           0,           0,           0,        19.2,        19.2,         9.4,         9.4,         3.5,         3.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3262,        77.1,        39.1,        19.4,         4.1,         9.5,           0,        35.1,        27.5,         2.9,           0,         2.6,           0,         9.0,         2.3,         2.3,        16.1,         5.2,         5.2,         0.6,         0.4,         0.6,           0,           0,         0.4,        24.1,        24.1,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3263,        68.2,        45.5,        19.7,         3.1,         8.2,           0,        27.9,        33.6,         1.9,           0,         1.7,           0,         9.4,         2.5,         2.5,        14.2,         6.3,         6.3,         0.6,         0.4,         0.6,           0,           0,         0.4,        29.4,        29.4,        17.6,        17.6,         8.6,         8.6,         3.2,         3.2,           0,           0,           0,           0,        17.6,        17.6,         8.6,         8.6,         3.2,         3.2,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3264,        68.1,        35.3,        17.3,         4.1,         8.4,           0,        30.9,        24.4,         2.5,           0,         2.2,           0,         8.0,         2.2,         2.2,        14.2,         4.6,         4.6,         0.5,         0.3,         0.5,           0,           0,         0.3,        21.4,        21.4,        12.8,        12.8,         6.2,         6.2,         2.3,         2.3,           0,           0,           0,           0,        12.8,        12.8,         6.2,         6.2,         2.3,         2.3,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3265,       128.2,        70.9,        36.0,         2.1,        16.0,           0,        54.9,        54.9,         4.0,           0,         3.5,           0,        16.9,         3.5,         3.5,        26.6,        10.4,        10.4,         1.1,         0.6,         1.1,           0,           0,         0.6,        48.1,        48.1,        28.8,        28.8,        14.1,        14.1,         5.2,         5.2,           0,           0,           0,           0,        28.8,        28.8,        14.1,        14.1,         5.2,         5.2,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.3,           0,         0.2
  3266,       126.4,        53.1,        27.5,         3.1,        15.5,           0,        61.5,        39.7,         6.1,           0,         5.4,           0,        12.8,         2.8,         2.8,        26.9,         7.5,         7.5,         1.0,         0.5,         1.0,           0,           0,         0.5,        34.8,        34.8,        20.8,        20.8,        10.2,        10.2,         3.8,         3.8,           0,           0,           0,           0,        20.8,        20.8,        10.2,        10.2,         3.8,         3.8,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.2,           0,         0.2
  3267,       113.3,        63.3,        29.4,         2.1,        14.6,           0,        50.3,        48.8,         3.5,           0,         3.1,           0,        13.9,         3.2,         3.2,        24.2,         9.2,         9.2,         0.9,         0.6,         0.9,           0,           0,         0.6,        42.8,        42.8,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.3,           0,         0.2
  3268,       125.9,        74.5,        32.8,         5.1,        16.1,           0,        55.4,        54.9,         3.8,           0,         3.3,           0,        15.5,         4.1,         4.1,        26.7,        10.4,        10.4,         1.0,         0.7,         1.0,           0,           0,         0.7,        48.1,        48.1,        28.8,        28.8,        14.1,        14.1,         5.2,         5.2,           0,           0,           0,           0,        28.8,        28.8,        14.1,        14.1,         5.2,         5.2,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.3,           0,         0.2
  3269,        46.1,        31.5,        12.1,         4.1,         5.8,           0,        19.8,        21.4,         1.3,           0,         1.1,           0,         5.7,         2.0,         2.0,         9.8,         4.0,         4.0,         0.4,         0.3,         0.4,           0,           0,         0.3,        18.7,        18.7,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,        11.2,        11.2,         5.5,         5.5,         2.0,         2.0,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3270,       106.7,        65.7,        28.3,         4.1,        13.6,           0,        46.3,        48.8,         3.1,           0,         2.7,           0,        13.4,         3.6,         3.6,        22.7,         9.2,         9.2,         0.9,         0.6,         0.9,           0,           0,         0.6,        42.8,        42.8,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,        25.6,        25.6,        12.5,        12.5,         4.7,         4.7,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.1,           0,           0,         0.3,           0,         0.2
  3271,        83.3,        41.5,        18.6,         6.2,        10.3,           0,        39.6,        27.5,         3.7,           0,         3.3,           0,         8.7,         2.7,         2.7,        17.6,         5.2,         5.2,         0.6,         0.4,         0.6,           0,           0,         0.4,        24.1,        24.1,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,        14.4,        14.4,         7.0,         7.0,         2.6,         2.6,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3272,       142.0,       112.5,        27.0,        15.6,        14.1,        19.8,        55.3,        41.5,         5.3,           0,         4.7,           0,        12.5,        10.6,        10.6,        24.3,        25.0,        25.0,         0.9,         1.1,         0.9,           0,           0,         1.1,        45.9,        45.9,        26.4,        26.4,        13.7,        13.7,         5.9,         5.9,           0,           0,           0,           0,        26.4,        26.4,        13.7,        13.7,         5.9,         5.9,           0,           0,           0,           0,           0,           0,         0.2,           0,         0.2,           0,           0,         0.3,           0,         0.3
  3273,       132.9,        44.1,        24.9,         5.1,        14.7,           0,        68.5,        30.5,         8.7,           0,         7.7,           0,        11.4,         2.7,         2.7,        27.2,         5.8,         5.8,         1.0,         0.4,         1.0,           0,           0,         0.4,        26.7,        26.7,        16.0,        16.0,         7.8,         7.8,         2.9,         2.9,           0,           0,           0,           0,        16.0,        16.0,         7.8,         7.8,         2.9,         2.9,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.2,           0,         0.1
  3274,       289.0,       120.7,        57.6,         7.9,        32.1,         7.9,       140.4,        75.8,        15.8,           0,        14.1,           0,        26.5,         7.7,         7.7,        57.9,        21.3,        21.3,         2.1,         1.1,         2.1,           0,           0,         1.1,        69.5,        69.5,        41.2,        41.2,        20.4,        20.4,         7.9,         7.9,           0,           0,           0,           0,        41.2,        41.2,        20.4,        20.4,         7.9,         7.9,           0,           0,           0,           0,           0,           0,         0.3,           0,         0.2,           0,           0,         0.4,           0,         0.3
  3275,       191.8,       298.5,        34.6,        61.6,        17.9,         7.9,        71.8,       175.2,         7.3,           0,         6.5,           0,        16.0,        18.1,        18.1,        31.0,        35.8,        35.8,         1.2,         2.8,         1.2,           0,           0,         2.8,        98.6,        98.6,        54.3,        54.3,        29.8,        29.8,        14.5,        14.5,           0,           0,           0,           0,        54.3,        54.3,        29.8,        29.8,        14.5,        14.5,           0,           0,           0,           0,           0,           0,         0.5,           0,         0.4,           0,           0,         0.6,           0,         0.6
  3276,        75.2,        35.3,        17.8,         4.1,         9.1,           0,        35.2,        24.4,         3.3,           0,         2.9,           0,         8.3,         2.2,         2.2,        15.7,         4.6,         4.6,         0.6,         0.3,         0.6,           0,           0,         0.3,        21.4,        21.4,        12.8,        12.8,         6.2,         6.2,         2.3,         2.3,           0,           0,           0,           0,        12.8,        12.8,         6.2,         6.2,         2.3,         2.3,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.1,           0,           0,         0.1,           0,         0.1
  3277,        50.7,        23.9,        11.4,         4.1,         6.0,           0,        24.1,        15.3,         2.4,           0,         2.2,           0,         5.3,         1.6,         1.6,        10.5,         2.9,         2.9,         0.4,         0.2,         0.4,           0,           0,         0.2,        13.4,        13.4,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,         8.0,         8.0,         3.9,         3.9,         1.5,         1.5,           0,           0,           0,           0,           0,           0,         0.1,           0,         0.0,           0,           0,         0.1,           0,         0.1
