Z,TotPer_P,TotPer_A,HBW_P,HBW_A,HBShp_P,HBShp_A,HBOth_P,HBOth_A,HBSch_PR_P,HBSch_PR_A,HBSch_SC_P,HBSch_SC_A,HH_NHBW_P,NHBW_P,NHBW_A,HH_NHBNW_P,NHBNW_P,NHBNW_A,TotExt_P,TotExt_A,IX_P,IX_A,XI_P,XI_A,SH_Truck_P,SH_Truck_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,LT_Peop_p,LT_Peop_a,MD_Peop_p,MD_Peop_a,LT_Good_p,LT_Good_a,MD_Good_p,MD_Good_a,HV_Good_p,HV_Good_a,LT_Serv_p,LT_Serv_a,MD_Serv_p,MD_Serv_a,HV_Serv_p,HV_Serv_a,IX_MDp,IX_MDa,IX_HVp,IX_HVa,XI_MDp,XI_MDa,XI_HVp,XI_HVa
1904,10119.4,3815.4,2483.6,37.4,1185.5,0,4881.9,3026.7,432.6,0,384.5,0,1133.4,179.8,179.8,2101,571.4,571.4,110.6,38.2,110.6,0,0,38.2,1447.5,1447.5,787.4,787.4,505.5,505.5,154.5,154.5,0,0,0,0,787.4,787.4,505.5,505.5,154.5,154.5,0,0,0,0,0,0,7.8,0,4.4,0,0,10.7,0,6.6
1905,5027.6,4217.6,1230.7,459.2,559.4,11.9,2267.1,2087.9,190.4,1047.8,169.2,0,561.2,212.6,212.6,985,398.2,398.2,52.7,33,52.7,0,0,33,935.7,935.7,490.9,490.9,330.9,330.9,114,114,0,0,0,0,490.9,490.9,330.9,330.9,114,114,0,0,0,0,0,0,5.1,0,3.3,0,0,7,0,4.9
1906,1329.7,662.3,394.2,6.5,160.4,0,576.8,525.4,35.9,0,31.9,0,183.1,31.2,31.2,268.3,99.2,99.2,15,6.6,15,0,0,6.6,251.3,251.3,136.7,136.7,87.7,87.7,26.8,26.8,0,0,0,0,136.7,136.7,87.7,87.7,26.8,26.8,0,0,0,0,0,0,1.4,0,0.8,0,0,1.9,0,1.1
1907,1767.6,1354.6,398.1,91.9,172.2,232.2,638.9,554.9,43.8,0,39,0,184.4,145.7,145.7,292.4,329.9,329.9,15.9,14.5,15.9,0,0,14.5,304.9,304.9,161.9,161.9,107.4,107.4,35.6,35.6,0,0,0,0,161.9,161.9,107.4,107.4,35.6,35.6,0,0,0,0,0,0,1.7,0,1,0,0,2.3,0,1.5
1908,3341,10454.3,0,3531.4,0,1653.1,0,1928.8,0,0,0,0,0,1337,1337,0,2004,2004,0,139.1,0,0,0,139.1,1796.8,1796.8,897.2,897.2,617.6,617.6,282,282,0,0,0,0,897.2,897.2,617.6,617.6,282,282,0,0,0,0,0,0,9.5,0,8.1,0,0,13.1,0,12
1909,5948.5,6538.7,833.2,928.3,390.3,1809,1569.7,902.6,135.8,0,120.7,0,382.7,984.9,984.9,678.5,1914,1914,36.2,88.9,36.2,0,0,88.9,986.4,986.4,531.4,531.4,329.1,329.1,125.9,125.9,0,0,0,0,531.4,531.4,329.1,329.1,125.9,125.9,0,0,0,0,0,0,5.1,0,3.6,0,0,7,0,5.4
1910,6219.4,2957.2,1568.2,169.5,717.6,48.3,2856.2,2124.7,244.9,0,217.7,0,720.6,166.8,166.8,1234.6,447.9,447.9,66.7,30.1,66.7,0,0,30.1,1046.4,1046.4,563,563,366.8,366.8,116.5,116.5,0,0,0,0,563,563,366.8,366.8,116.5,116.5,0,0,0,0,0,0,5.7,0,3.3,0,0,7.8,0,5
1911,6790.6,4430.4,1478.4,275.9,789.4,145.2,3211.1,2334.3,269.8,872.9,239.8,0,681.1,227.6,227.6,1398.8,574.4,574.4,70.7,36.7,70.7,0,0,36.7,1099.9,1099.9,587.5,587.5,386.5,386.5,125.8,125.8,0,0,0,0,587.5,587.5,386.5,386.5,125.8,125.8,0,0,0,0,0,0,6,0,3.6,0,0,8.2,0,5.4
1912,2108.4,840.4,506,8.2,250.4,0,1024.8,666.7,85.6,0,76.1,0,232.6,39.6,39.6,437.7,125.9,125.9,23,8.4,23,0,0,8.4,318.8,318.8,173.4,173.4,111.3,111.3,34,34,0,0,0,0,173.4,173.4,111.3,111.3,34,34,0,0,0,0,0,0,1.7,0,1,0,0,2.4,0,1.5
1913,2377,1473.7,535.4,89,264.3,158.9,1015.8,817.6,81.2,0,72.1,0,248.7,111.6,111.6,450.6,296.6,296.6,23.6,15.4,23.6,0,0,15.4,420.1,420.1,224.9,224.9,147.6,147.6,47.7,47.7,0,0,0,0,224.9,224.9,147.6,147.6,47.7,47.7,0,0,0,0,0,0,2.3,0,1.4,0,0,3.1,0,2
1914,3078.3,3899,487.1,651,226,788,912.8,1162.8,82.2,0,73,0,223,384.3,384.3,393,912.9,912.9,21.1,42.8,21.1,0,0,42.8,660.4,660.4,330.3,330.3,237.1,237.1,92.9,92.9,0,0,0,0,330.3,330.3,237.1,237.1,92.9,92.9,0,0,0,0,0,0,3.7,0,2.7,0,0,5,0,4
1915,3248.6,1262.9,840.9,23.2,375,0,1530.5,991.8,134.7,0,119.7,0,382.5,60.5,60.5,652.4,187.5,187.5,35.6,12.7,35.6,0,0,12.7,477.6,477.6,259.4,259.4,166.9,166.9,51.3,51.3,0,0,0,0,259.4,259.4,166.9,166.9,51.3,51.3,0,0,0,0,0,0,2.6,0,1.5,0,0,3.5,0,2.2
1916,2634.6,1497.5,676.4,161.7,294.6,33.2,1163.3,978.8,93.4,0,83,0,309.1,89.8,89.8,512.8,234.1,234.1,27.8,15.5,27.8,0,0,15.5,472.2,472.2,250.3,250.3,166.4,166.4,55.5,55.5,0,0,0,0,250.3,250.3,166.4,166.4,55.5,55.5,0,0,0,0,0,0,2.6,0,1.6,0,0,3.5,0,2.4
1917,1138.5,475.7,310.7,4.6,134.2,0,522.6,377.4,40.9,0,36.3,0,142.2,22.4,22.4,232,71.3,71.3,12.6,4.8,12.6,0,0,4.8,180.5,180.5,98.2,98.2,63,63,19.3,19.3,0,0,0,0,98.2,98.2,63,63,19.3,19.3,0,0,0,0,0,0,1,0,0.6,0,0,1.3,0,0.8
1918,5964.4,12332.7,0,1828.8,0,4174.6,0,364.9,0,0,0,0,0,1969.5,1969.5,0,3994.8,3994.8,0,168.1,0,0,0,168.1,1077.8,1077.8,538.1,538.1,370.5,370.5,169.2,169.2,0,0,0,0,538.1,538.1,370.5,370.5,169.2,169.2,0,0,0,0,0,0,5.7,0,4.8,0,0,7.9,0,7.2
1919,5783.2,11561.2,0,1465,0,4240.7,0,72.4,0,0,0,0,0,1838.6,1838.6,0,3944.6,3944.6,0,158.2,0,0,0,158.2,890.5,890.5,444.6,444.6,306.1,306.1,139.8,139.8,0,0,0,0,444.6,444.6,306.1,306.1,139.8,139.8,0,0,0,0,0,0,4.7,0,4,0,0,6.5,0,6
1920,3868.3,4231.4,609.9,837.9,305.8,821.5,1195.3,997.4,96.8,0,86,0,281.7,567.5,567.5,532.8,1006.9,1006.9,27.4,57.1,27.4,0,0,57.1,841.8,841.8,450.6,450.6,281.6,281.6,109.6,109.6,0,0,0,0,450.6,450.6,281.6,281.6,109.6,109.6,0,0,0,0,0,0,4.3,0,3.1,0,0,6,0,4.7
1921,2675.6,3799.1,472.1,1156.2,231.8,279.9,904.3,1430.9,71.6,0,63.6,0,218.1,355,355,408.1,577.1,577.1,21,50.6,21,0,0,50.6,907.3,907.3,476.3,476.3,305.9,305.9,125.1,125.1,0,0,0,0,476.3,476.3,305.9,305.9,125.1,125.1,0,0,0,0,0,0,4.7,0,3.6,0,0,6.5,0,5.3
1922,5318.9,3159.3,1163.9,400.4,582.9,190.6,2421.7,1824.7,215.4,0,191.4,0,533.2,224.7,224.7,1031.9,518.9,518.9,53.7,33.2,53.7,0,0,33.2,925.9,925.9,487,487,327.1,327.1,111.8,111.8,0,0,0,0,487,487,327.1,327.1,111.8,111.8,0,0,0,0,0,0,5.1,0,3.2,0,0,6.9,0,4.8
1923,4114.4,2166.8,994.8,254.8,464.2,4,1919.1,1498.7,173.1,0,153.8,0,453.5,118,118,811.6,291.3,291.3,43.6,22.4,43.6,0,0,22.4,704.7,704.7,373.2,373.2,248.4,248.4,83.1,83.1,0,0,0,0,373.2,373.2,248.4,248.4,83.1,83.1,0,0,0,0,0,0,3.8,0,2.4,0,0,5.3,0,3.5
1924,2858.2,1410,658.3,96.1,314.8,106.1,1299,838,114.5,0,101.8,0,300.2,108.2,108.2,565.5,261.6,261.6,29.4,14.7,29.4,0,0,14.7,426.3,426.3,228.3,228.3,149.7,149.7,48.3,48.3,0,0,0,0,228.3,228.3,149.7,149.7,48.3,48.3,0,0,0,0,0,0,2.3,0,1.4,0,0,3.2,0,2.1
1925,1247.5,3121.6,28.6,612.2,13.2,849.5,53.1,515.1,4.2,0,3.7,0,13.1,332.3,332.3,23.2,812.5,812.5,1.2,35,1.2,0,0,35,368.7,368.7,173,173,134.9,134.9,60.7,60.7,0,0,0,0,173,173,134.9,134.9,60.7,60.7,0,0,0,0,0,0,2.1,0,1.7,0,0,2.9,0,2.6
1926,1302.7,500,334.5,4.9,151.3,0,616.6,396.6,53.9,0,47.9,0,152.3,23.6,23.6,264.6,74.9,74.9,14.3,5,14.3,0,0,5,189.7,189.7,103.2,103.2,66.2,66.2,20.2,20.2,0,0,0,0,103.2,103.2,66.2,66.2,20.2,20.2,0,0,0,0,0,0,1,0,0.6,0,0,1.4,0,0.9
1927,7356.9,2841.5,1917,43.2,852,0,3469.7,2239.5,296.2,0,263.2,0,871.9,136,136,1497.4,422.8,422.8,81,28.5,81,0,0,28.5,1071,1071,582.6,582.6,374,374,114.3,114.3,0,0,0,0,582.6,582.6,374,374,114.3,114.3,0,0,0,0,0,0,5.8,0,3.3,0,0,7.9,0,4.9
1928,3926.6,8027,0,1275.7,0,2782.5,0,42.2,0,0,0,0,0,1312.6,1312.6,0,2613.9,2613.9,0,109.3,0,0,0,109.3,748.1,748.1,373.5,373.5,257.1,257.1,117.4,117.4,0,0,0,0,373.5,373.5,257.1,257.1,117.4,117.4,0,0,0,0,0,0,4,0,3.4,0,0,5.5,0,5
1929,7963.5,8221.7,1474.7,1398,719.8,1296.5,2793.1,2362.5,229.5,622.2,203.9,0,681.3,836.4,836.4,1231.1,1706.1,1706.1,64.8,102.8,64.8,0,0,102.8,1692.6,1692.6,918.5,918.5,563,563,211,211,0,0,0,0,918.5,918.5,563,563,211,211,0,0,0,0,0,0,8.7,0,6,0,0,11.9,0,9
1930,3536.7,2231.7,796.5,454.9,393.3,123.2,1550.8,1095.6,126,0,112,0,367.5,201.2,201.2,695.2,356.9,356.9,35.7,30,35.7,0,0,30,732.4,732.4,404.6,404.6,241.8,241.8,86,86,0,0,0,0,404.6,404.6,241.8,241.8,86,86,0,0,0,0,0,0,3.7,0,2.5,0,0,5.1,0,3.7
1931,5053.2,3633.5,1194.7,391,554.6,100,2273.1,1861.5,214.2,654.7,190.4,0,545.7,180,180,967.3,446.2,446.2,52,31.1,52,0,0,31.1,895.5,895.5,472,472,316.2,316.2,107.4,107.4,0,0,0,0,472,472,316.2,316.2,107.4,107.4,0,0,0,0,0,0,4.9,0,3.1,0,0,6.7,0,4.6
1932,4109.7,6119.7,977.9,439.8,444.8,0,1828.9,2041.3,171.3,0,152.3,3104.1,446.3,162.6,162.6,773.1,371.9,371.9,42,31.3,42,0,0,31.3,795.2,795.2,414.8,414.8,281.7,281.7,98.7,98.7,0,0,0,0,414.8,414.8,281.7,281.7,98.7,98.7,0,0,0,0,0,0,4.3,0,2.8,0,0,6,0,4.2
1933,4743.9,3298.7,1122.9,216.2,542,7.9,2239.7,1685.7,205.7,938,182.8,0,512.6,124.5,124.5,972.2,326.4,326.4,50.5,24.2,50.5,0,0,24.2,761.8,761.8,406.2,406.2,267.9,267.9,87.7,87.7,0,0,0,0,406.2,406.2,267.9,267.9,87.7,87.7,0,0,0,0,0,0,4.1,0,2.5,0,0,5.7,0,3.7
1934,4043.4,1655.7,1003.7,57.6,473.7,0,1924.9,1276.2,169.1,0,150.3,0,458.2,80.7,80.7,834.5,241.1,241.1,44.1,16.7,44.1,0,0,16.7,606.8,606.8,328.3,328.3,212.3,212.3,66.2,66.2,0,0,0,0,328.3,328.3,212.3,212.3,66.2,66.2,0,0,0,0,0,0,3.3,0,1.9,0,0,4.5,0,2.8
1935,802.4,310.4,207.3,3.1,94.6,0,379.2,246.2,31.9,0,28.3,0,94.5,14.6,14.6,167.6,46.5,46.5,8.9,3.1,8.9,0,0,3.1,117.8,117.8,64.1,64.1,41.1,41.1,12.6,12.6,0,0,0,0,64.1,64.1,41.1,41.1,12.6,12.6,0,0,0,0,0,0,0.6,0,0.4,0,0,0.9,0,0.5
1936,868.4,351,231.7,6.5,101.4,0,403.9,275.5,33,0,29.4,0,105.7,17,17,176.6,52,52,9.6,3.5,9.6,0,0,3.5,131.8,131.8,71.7,71.7,46,46,14.1,14.1,0,0,0,0,71.7,71.7,46,46,14.1,14.1,0,0,0,0,0,0,0.7,0,0.4,0,0,1,0,0.6
1937,2857.1,1586.1,598,125.9,301,181.5,1279.5,836.4,125.1,0,111.2,0,272.4,122.5,122.5,536.8,319.8,319.8,28,16.7,28,0,0,16.7,416.6,416.6,221.3,221.3,146.7,146.7,48.6,48.6,0,0,0,0,221.3,221.3,146.7,146.7,48.6,48.6,0,0,0,0,0,0,2.3,0,1.4,0,0,3.1,0,2.1
1938,10067.1,6472.9,2380.2,245.1,1123.1,0,4835.2,3256.8,482.6,524.6,428.9,1629.3,1080.9,210.9,210.9,1994.4,606.2,606.2,107.1,43.8,107.1,0,0,43.8,1451.7,1451.7,781,781,509,509,161.7,161.7,0,0,0,0,781,781,509,509,161.7,161.7,0,0,0,0,0,0,7.9,0,4.6,0,0,10.8,0,6.9
1939,7527.5,2849.5,1806.5,71.5,863.4,12.7,3647.5,2199,340.8,0,302.9,0,821.8,139.4,139.4,1530.1,426.9,426.9,81.3,28.7,81.3,0,0,28.7,1054.9,1054.9,571.9,571.9,368.8,368.8,114.1,114.1,0,0,0,0,571.9,571.9,368.8,368.8,114.1,114.1,0,0,0,0,0,0,5.7,0,3.3,0,0,7.8,0,4.9
1940,1979.6,748.5,500.1,8.3,232.6,0,942.8,592.8,83,0,73.8,0,227.7,35.4,35.4,415,111.9,111.9,21.8,7.5,21.8,0,0,7.5,283.5,283.5,154.2,154.2,99,99,30.3,30.3,0,0,0,0,154.2,154.2,99,99,30.3,30.3,0,0,0,0,0,0,1.5,0,0.9,0,0,2.1,0,1.3
1941,5369.8,3980.2,1275.4,345.2,611.1,63.5,2464.7,2025.3,214.5,932.6,190.6,0,582.8,180.5,180.5,1086.3,433,433,56.5,31.6,56.5,0,0,31.6,925.3,925.3,489.5,489.5,326.3,326.3,109.5,109.5,0,0,0,0,489.5,489.5,326.3,326.3,109.5,109.5,0,0,0,0,0,0,5,0,3.1,0,0,6.9,0,4.7
1942,2841.1,1056.6,699.7,10.4,326.3,0,1365.5,838.1,127.9,0,113.7,0,318.7,49.8,49.8,577,158.2,158.2,30.9,10.6,30.9,0,0,10.6,400.8,400.8,218.1,218.1,140,140,42.8,42.8,0,0,0,0,218.1,218.1,140,140,42.8,42.8,0,0,0,0,0,0,2.2,0,1.2,0,0,3,0,1.8
1943,2631,958.9,661,9.5,297.6,0,1265.4,760.6,115.5,0,102.7,0,299.8,45.2,45.2,531.9,143.6,143.6,28.7,9.6,28.7,0,0,9.6,363.8,363.8,197.9,197.9,127,127,38.8,38.8,0,0,0,0,197.9,197.9,127,127,38.8,38.8,0,0,0,0,0,0,2,0,1.1,0,0,2.7,0,1.7
1944,2836,998,678.3,9.8,324.2,0,1384,791.8,134,0,119.1,0,307.7,47,47,576.3,149.5,149.5,30.7,10,30.7,0,0,10,378.6,378.6,206,206,132.2,132.2,40.4,40.4,0,0,0,0,206,206,132.2,132.2,40.4,40.4,0,0,0,0,0,0,2,0,1.2,0,0,2.8,0,1.7
1945,7935.1,4300.6,1774.8,176.1,886.7,0,3921,2362.6,399.8,1164.4,355.3,0,805.4,155.2,155.2,1604.9,442.3,442.3,84.2,31.8,84.2,0,0,31.8,1085.2,1085.2,584.1,584.1,380.4,380.4,120.7,120.7,0,0,0,0,584.1,584.1,380.4,380.4,120.7,120.7,0,0,0,0,0,0,5.9,0,3.5,0,0,8.1,0,5.2
1946,2664.8,1394.5,575.1,144.1,273.7,138.4,1204.6,731.2,122.1,0,108.5,0,259.8,113,113,488.4,267.9,267.9,26.3,14.7,26.3,0,0,14.7,389.3,389.3,205.7,205.7,137.3,137.3,46.3,46.3,0,0,0,0,205.7,205.7,137.3,137.3,46.3,46.3,0,0,0,0,0,0,2.1,0,1.3,0,0,2.9,0,2
1947,2565.5,2195.5,588.2,99.4,279.3,0,1245.1,824.2,124,1053.2,110.2,0,265.8,57.8,57.8,498.3,160.9,160.9,27,11.7,27,0,0,11.7,367.3,367.3,196.1,196.1,129.1,129.1,42.1,42.1,0,0,0,0,196.1,196.1,129.1,129.1,42.1,42.1,0,0,0,0,0,0,2,0,1.2,0,0,2.7,0,1.8
1948,3912.8,1299.2,915.6,12.7,434.7,0,1932.1,1030.7,198.4,0,176.3,0,413.2,61.2,61.2,785.5,194.6,194.6,42,13,42,0,0,13,492.9,492.9,268.1,268.1,172.1,172.1,52.6,52.6,0,0,0,0,268.1,268.1,172.1,172.1,52.6,52.6,0,0,0,0,0,0,2.7,0,1.5,0,0,3.6,0,2.2
1949,2665.1,2590,687.6,117.7,303.1,0,1201.8,1102,103.1,1092.5,91.7,0,316.1,75.2,75.2,515.3,202.5,202.5,28.5,15.3,28.5,0,0,15.3,473.4,473.4,253.6,253.6,166.2,166.2,53.6,53.6,0,0,0,0,253.6,253.6,166.2,166.2,53.6,53.6,0,0,0,0,0,0,2.6,0,1.5,0,0,3.5,0,2.3
1950,3888.2,1729,977,283.6,454.5,0,1796.1,1063.8,147.8,0,131.4,0,448.3,131.9,131.9,790.1,249.6,249.6,42,23.3,42,0,0,23.3,716.3,716.3,402.5,402.5,234.8,234.8,79.1,79.1,0,0,0,0,402.5,402.5,234.8,234.8,79.1,79.1,0,0,0,0,0,0,3.6,0,2.3,0,0,5,0,3.4
1951,3701.8,1113,919.5,14.9,454.4,0,1797.2,844.3,146.6,0,130.3,0,423,71.7,71.7,802.2,182.2,182.2,41.2,15.2,41.2,0,0,15.2,559.9,559.9,323.2,323.2,181.3,181.3,55.4,55.4,0,0,0,0,323.2,323.2,181.3,181.3,55.4,55.4,0,0,0,0,0,0,2.8,0,1.6,0,0,3.8,0,2.4
1952,3969.3,1036,935.3,33.1,464.6,0,1969.7,768.2,193.3,0,171.8,0,424.4,68.9,68.9,844.9,165.8,165.8,43.4,14.1,43.4,0,0,14.1,509.5,509.5,294.1,294.1,165,165,50.4,50.4,0,0,0,0,294.1,294.1,165,165,50.4,50.4,0,0,0,0,0,0,2.5,0,1.4,0,0,3.5,0,2.2
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,8280,2939.2,1904.9,107.1,932.1,0,4080.3,2256.9,417,0,370.6,0,864.9,149.1,149.1,1671.7,426.1,426.1,88.6,29.6,88.6,0,0,29.6,1079.3,1079.3,587.2,587.2,376.9,376.9,115.2,115.2,0,0,0,0,587.2,587.2,376.9,376.9,115.2,115.2,0,0,0,0,0,0,5.8,0,3.3,0,0,8,0,4.9
1955,3188,2642.7,748.9,10.5,356.5,0,1570.5,849.1,159.5,0,141.8,1572.4,338.3,50.5,50.5,636.7,160.3,160.3,34.2,10.7,34.2,0,0,10.7,406.1,406.1,220.9,220.9,141.8,141.8,43.3,43.3,0,0,0,0,220.9,220.9,141.8,141.8,43.3,43.3,0,0,0,0,0,0,2.2,0,1.2,0,0,3,0,1.9
1956,6999.9,6663.4,1109.8,732.6,536.8,1796.5,2350.8,1578.4,236.4,0,210.1,0,502.3,697.9,697.9,959.5,1858.1,1858.1,51.2,73.1,51.2,0,0,73.1,1042,1042,533.1,533.1,371.5,371.5,137.4,137.4,0,0,0,0,533.1,533.1,371.5,371.5,137.4,137.4,0,0,0,0,0,0,5.7,0,3.9,0,0,7.9,0,5.9
1957,4276.1,1443.5,999.1,26.3,483.5,0,2110.5,1133.5,211.4,0,187.9,0,451.4,69.7,69.7,874.9,214,214,46.1,14.5,46.1,0,0,14.5,542.1,542.1,294.9,294.9,189.3,189.3,57.9,57.9,0,0,0,0,294.9,294.9,189.3,189.3,57.9,57.9,0,0,0,0,0,0,2.9,0,1.7,0,0,4,0,2.5
1958,3493,3485.6,875.5,78.4,405.9,15.9,1626.2,1237.7,137.1,0,121.9,1827.2,401.6,83,83,714.7,243.4,243.4,37.8,16.8,37.8,0,0,16.8,562.8,562.8,303.5,303.5,197.2,197.2,62.2,62.2,0,0,0,0,303.5,303.5,197.2,197.2,62.2,62.2,0,0,0,0,0,0,3,0,1.8,0,0,4.2,0,2.7
1959,2599.3,1350,642.3,100.3,298.9,63.5,1172.7,883,96.5,0,85.8,0,294.9,81.2,81.2,518.2,222,222,27.5,13.9,27.5,0,0,13.9,435.6,435.6,233.5,233.5,152.9,152.9,49.2,49.2,0,0,0,0,233.5,233.5,152.9,152.9,49.2,49.2,0,0,0,0,0,0,2.4,0,1.4,0,0,3.2,0,2.1
1960,7944.5,12144.4,1141.7,3935.2,594.1,1750.7,2323.5,2907.3,176.9,0,157.3,0,523.5,1399.9,1399.9,1076.5,2151.2,2151.2,53,137.4,53,0,0,137.4,2879.5,2879.5,1395.6,1395.6,1044.1,1044.1,439.9,439.9,0,0,0,0,1395.6,1395.6,1044.1,1044.1,439.9,439.9,0,0,0,0,0,0,16.1,0,12.6,0,0,22.1,0,18.8
1961,3710.8,4932.8,661.5,1712.9,320.5,184,1367,1927.9,134.4,0,119.4,0,299.8,467.7,467.7,574.2,640.2,640.2,30.2,65.4,30.2,0,0,65.4,1241.4,1241.4,647.6,647.6,419.6,419.6,174.2,174.2,0,0,0,0,647.6,647.6,419.6,419.6,174.2,174.2,0,0,0,0,0,0,6.5,0,5,0,0,8.9,0,7.4
1962,3541.5,2421.1,741.1,708.4,359.6,140.1,1547.2,965.1,151.5,0,134.6,0,335.7,237.8,237.8,646.3,369.7,369.7,34,32.3,34,0,0,32.3,759.9,759.9,410.4,410.4,253.3,253.3,96.2,96.2,0,0,0,0,410.4,410.4,253.3,253.3,96.2,96.2,0,0,0,0,0,0,3.9,0,2.7,0,0,5.4,0,4.1
1963,3166.6,3179.5,674.6,1188.4,307.2,259,1199.8,923.8,93.6,0,83.2,0,311.4,365.4,365.4,522.9,442.9,442.9,28.4,42,28.4,0,0,42,1029.8,1029.8,546.9,546.9,345.6,345.6,137.2,137.2,0,0,0,0,546.9,546.9,345.6,345.6,137.2,137.2,0,0,0,0,0,0,5.3,0,3.9,0,0,7.3,0,5.9
1964,46.8,297.6,0,162.9,0,0,0,87.9,0,0,0,0,0,28.5,28.5,0,18.3,18.3,0,3.4,0,0,0,3.4,86.8,86.8,40.4,40.4,31.8,31.8,14.5,14.5,0,0,0,0,40.4,40.4,31.8,31.8,14.5,14.5,0,0,0,0,0,0,0.5,0,0.4,0,0,0.7,0,0.6
1965,1.3,7.9,0,3.6,0,0,0,3,0,0,0,0,0,0.7,0.7,0,0.6,0.6,0,0.1,0,0,0,0.1,1.4,1.4,0.7,0.7,0.5,0.5,0.2,0.2,0,0,0,0,0.7,0.7,0.5,0.5,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,2.4,9.3,0,6.3,0,0,0,0.6,0,0,0,0,0,2,2,0,0.4,0.4,0,0.1,0,0,0,0.1,2.3,2.3,1.1,1.1,0.9,0.9,0.4,0.4,0,0,0,0,1.1,1.1,0.9,0.9,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,8590.6,6821.8,2017.7,242.3,972.2,0,4106.1,2756,417.6,1173.9,371.1,1943.8,916.7,194.3,194.3,1733.4,511.6,511.6,91.4,37.6,91.4,0,0,37.6,1247.4,1247.4,670.3,670.3,437.5,437.5,139.6,139.6,0,0,0,0,670.3,670.3,437.5,437.5,139.6,139.6,0,0,0,0,0,0,6.8,0,4,0,0,9.3,0,6
1968,7023.4,2406.6,1630.6,23.6,790.6,0,3445.9,1909.1,361.4,0,321.2,0,739.4,113.4,113.4,1402.4,360.4,360.4,75.1,24.1,75.1,0,0,24.1,913,913,496.7,496.7,318.8,318.8,97.5,97.5,0,0,0,0,496.7,496.7,318.8,318.8,97.5,97.5,0,0,0,0,0,0,4.9,0,2.8,0,0,6.8,0,4.2
1969,1659.4,563.5,383.5,5.5,185.5,0,816,447,86.5,0,76.9,0,173.8,26.6,26.6,329.1,84.4,84.4,17.7,5.6,17.7,0,0,5.6,213.8,213.8,116.3,116.3,74.7,74.7,22.8,22.8,0,0,0,0,116.3,116.3,74.7,74.7,22.8,22.8,0,0,0,0,0,0,1.2,0,0.7,0,0,1.6,0,1
1970,1333.6,1125.1,280.4,279.4,136.1,8.9,583.1,611.9,57.7,0,51.3,0,127.6,78.5,78.5,243,146.4,146.4,12.8,12.1,12.8,0,0,12.1,312,312,157.9,157.9,111.6,111.6,42.5,42.5,0,0,0,0,157.9,157.9,111.6,111.6,42.5,42.5,0,0,0,0,0,0,1.7,0,1.2,0,0,2.4,0,1.8
1971,2440.4,6643.6,455,746.3,212.3,266.2,848.6,1480.7,69.7,0,62,3357.6,208.6,283.5,283.5,371,509.4,509.4,19.7,35.6,19.7,0,0,35.6,679.5,679.5,337.9,337.9,244.5,244.5,97.2,97.2,0,0,0,0,337.9,337.9,244.5,244.5,97.2,97.2,0,0,0,0,0,0,3.8,0,2.8,0,0,5.2,0,4.1
1972,4888.6,4521.3,1107.8,2022.4,502.9,35.3,2051.9,1532.8,156.3,0,138.9,0,510.1,518,518,867.4,412.8,412.8,47.4,59.1,47.4,0,0,59.1,1726.5,1726.5,914.9,914.9,580,580,231.7,231.7,0,0,0,0,914.9,914.9,580,580,231.7,231.7,0,0,0,0,0,0,9,0,6.6,0,0,12.3,0,9.9
1973,1668.2,5823.9,0,1824.2,0,704.5,0,1627,0,0,0,0,0,670.3,670.3,0,997.9,997.9,0,77.6,0,0,0,77.6,957.9,957.9,478.3,478.3,329.3,329.3,150.3,150.3,0,0,0,0,478.3,478.3,329.3,329.3,150.3,150.3,0,0,0,0,0,0,5.1,0,4.3,0,0,7,0,6.4
1974,1102.9,442.7,274.5,23.8,126.6,0,524.1,332.6,48.4,0,43,0,125.2,23.5,23.5,222.1,62.8,62.8,12,4.5,12,0,0,4.5,159,159,86.5,86.5,55.5,55.5,17,17,0,0,0,0,86.5,86.5,55.5,55.5,17,17,0,0,0,0,0,0,0.9,0,0.5,0,0,1.2,0,0.7
1975,7713.5,2987,1814.1,281.2,869.9,0,3738.8,2129.1,378,0,335.9,0,823.4,174.8,174.8,1557.2,402,402,82.5,30.6,82.5,0,0,30.6,1018.2,1018.2,553.9,553.9,355.6,355.6,108.7,108.7,0,0,0,0,553.9,553.9,355.6,355.6,108.7,108.7,0,0,0,0,0,0,5.5,0,3.1,0,0,7.5,0,4.6
1976,5402.8,1901.7,1284.2,31.9,617.8,0,2630.9,1495.9,262.7,0,233.4,0,582.3,91.4,91.4,1098.4,282.4,282.4,58.3,19.1,58.3,0,0,19.1,715.4,715.4,389.2,389.2,249.8,249.8,76.4,76.4,0,0,0,0,389.2,389.2,249.8,249.8,76.4,76.4,0,0,0,0,0,0,3.9,0,2.2,0,0,5.3,0,3.3
